URL,TAG,QUERY,HOST,TLD
http://guidance.nice.org.uk/CG/WaveR/97,M,Caesarean,guidance.nice.org.uk,.org.uk
http://guidance.nice.org.uk/CG13,M,Caesarean,guidance.nice.org.uk,.org.uk
http://health.howstuffworks.com/pregnancy-and-parenting/pregnancy/labor-delivery/c-section.htm,M,C-Section,health.howstuffworks.com,.com
http://health.howstuffworks.com/pregnancy-and-parenting/pregnancy/labor-delivery/c-section1.htm,M,C-Section,health.howstuffworks.com,.com
http://health.howstuffworks.com/pregnancy-and-parenting/pregnancy/labor-delivery/c-section2.htm,M,C-Section,health.howstuffworks.com,.com
http://health.howstuffworks.com/pregnancy-and-parenting/pregnancy/labor-delivery/c-section2.htm,C,C-Section,health.howstuffworks.com,.com
http://ican-online.net/,C,Cesarean,ican-online.net,.net
http://icanseattle.wordpress.com/,C,Cesarean,icanseattle.wordpress.com,.com
http://kidshealth.org/parent/pregnancy_center/childbirth/c_sections.html,M,Cesarean,kidshealth.org,.org
http://kidshealth.org/parent/question/infants/vbac.html,M,C-Section,kidshealth.org,.org
http://parentables.howstuffworks.com/health-wellness/skinny-c-sections-risks-and-benefits-surgical-delivery.html,C,Surgical delivery,parentables.howstuffworks.com,.com
http://parentables.howstuffworks.com/health-wellness/skinny-c-sections-risks-and-benefits-surgical-delivery.html,E,Surgical delivery,parentables.howstuffworks.com,.com
http://pathways.nice.org.uk/pathways/caesarean-section,M,Caesarean,pathways.nice.org.uk,.org.uk
http://pennstatehershey.adam.com/content.aspx?productId=117&pid=1&gid=002911,M,Abdominal delivery,pennstatehershey.adam.com,.com
http://pregnancy.about.com/od/cesareansection/ss/c-section-scars.htm,M,C-Section,pregnancy.about.com,.com
http://pregnancy.about.com/od/cesareansection/ss/cesarean.htm,M,Cesarean,pregnancy.about.com,.com
http://pregnancy.familyeducation.com/delivery/c-sections/66212.html,M,Cesarean,pregnancy.familyeducation.com,.com
http://pregnancy.familyeducation.com/delivery/c-sections/66212.html,C,Cesarean,pregnancy.familyeducation.com,.com
http://pregnancy.familyeducation.com/page/57652.html,M,Cesarean,pregnancy.familyeducation.com,.com
http://pregnancy.familyeducation.com/page/66359.html,M,Cesarean,pregnancy.familyeducation.com,.com
http://pregnancy.ygoy.com/2008/11/16/surgical-delivery/,M,Surgical delivery,pregnancy.ygoy.com,.com
http://resus.me/perimortem-cesarean-delivery-late-is-better-than-not/,M,Caesarean delivery,resus.me,.me
http://resus.me/perimortem-cesarean-delivery-late-is-better-than-not/,C,Caesarean delivery,resus.me,.me
http://scopeblog.stanford.edu/2011/12/08/unneeded-cesareans-are-risky-and-expensive/,C,Surgical delivery,scopeblog.stanford.edu,.edu
http://starbelliedsneaths.blogspot.com/2008/02/mia-grace-has-arrived.html,E,Surgical delivery,starbelliedsneaths.blogspot.com,.com
http://voices.yahoo.com/caesarean-delivery-reasons-risks-6930626.html,M,Caesarean delivery,voices.yahoo.com,.com
http://wiki.answers.com/Q/What_causes_bipedal_edema_after_CS_delivery,M,CS delivery,wiki.answers.com,.com
http://wiki.answers.com/Q/What_is_surgical_delivery_by_means_of_abdominal_incision,M,Surgical delivery,wiki.answers.com,.com
http://womens.memorialhermann.org/classes-and-events/c-section-surgery/,M,C-Section,womens.memorialhermann.org,.org
http://womens.memorialhermann.org/classes-and-events/c-section-surgery/,E,C-Section,womens.memorialhermann.org,.org
http://www.acog.org/About_ACOG/News_Room/News_Releases/2013/Vaginal_Delivery_Recommended_Over_Maternal-Request_Cesarean,M,Cesarean delivery,acog.org,.org
http://www.acog.org/About_ACOG/News_Room/News_Releases/2013/Vaginal_Delivery_Recommended_Over_Maternal-Request_Cesarean,C,Cesarean delivery,acog.org,.org
http://www.acog.org/Resources_And_Publications/Committee_Opinions/Committee_on_Obstetric_Practice/Cesarean_Delivery_on_Maternal_Request,M,Cesarean delivery,acog.org,.org
http://www.acog.org/Resources_And_Publications/Committee_Opinions/Committee_on_Obstetric_Practice/Cesarean_Delivery_on_Maternal_Request,C,Cesarean delivery,acog.org,.org
http://www.acog.org/Resources%20And%20Publications/Committee%20Opinions/Committee%20on%20Coding%20and%20Nomenclature/Tubal%20Ligation%20with%20Cesarean%20Delivery.aspx,M,Cesarean delivery,acog.org,.org
http://www.acog.org/Resources%20And%20Publications/Committee%20Opinions/Committee%20on%20Coding%20and%20Nomenclature/Tubal%20Ligation%20with%20Cesarean%20Delivery.aspx,C,Cesarean delivery,acog.org,.org
http://www.acog.org/Resources%20And%20Publications/Committee%20Opinions/Committee%20on%20Obstetric%20Practice/Analgesia%20and%20Cesarean%20Delivery%20Rates.aspx,M,Cesarean delivery,acog.org,.org
http://www.acog.org/Resources%20And%20Publications/Committee%20Opinions/Committee%20on%20Obstetric%20Practice/Analgesia%20and%20Cesarean%20Delivery%20Rates.aspx,C,Cesarean delivery,acog.org,.org
http://www.acog.org/Resources%20And%20Publications/Committee%20Opinions/Committee%20on%20Obstetric%20Practice/Fetal%20Monitoring%20Prior%20to%20Scheduled%20Cesarean%20Delivery.aspx,M,Cesarean delivery,acog.org,.org
http://www.acog.org/Resources%20And%20Publications/Committee%20Opinions/Committee%20on%20Obstetric%20Practice/Scheduled%20Cesarean%20Delivery%20and%20the%20Prevention%20of%20Vertical%20Transmission%20of%20HIV%20Infection.aspx,M,Cesarean delivery,acog.org,.org
http://www.acog.org/Resources%20And%20Publications/Committee%20Opinions/Committee%20on%20Obstetric%20Practice/Scheduled%20Cesarean%20Delivery%20and%20the%20Prevention%20of%20Vertical%20Transmission%20of%20HIV%20Infection.aspx,C,Cesarean delivery,acog.org,.org
http://www.atlantichealth.org/morristown/our+services/maternity/before+you+arrive+for+delivery/preparing+for+cesarean+delivery,M,Cesarean delivery,atlantichealth.org,.org
http://www.babies.sutterhealth.org/laboranddelivery/ld_c-section.html,M,Cesarean,babies.sutterhealth.org,.org
http://www.babycenter.ca/a160/caesarean-section,M,C-Section,babycenter.ca,.ca
http://www.babycenter.com.au/a160/caesarean-section,M,Caesarean,babycenter.com.au,.com.au
http://www.babycenter.com.au/a557727/vaginal-birth-after-caesarean-vbac,M,Caesarean,babycenter.com.au,.com.au
http://www.babycenter.com.au/a557727/vaginal-birth-after-caesarean-vbac,C,Caesarean,babycenter.com.au,.com.au
http://www.babycenter.com.au/x1960/when-can-i-exercise-after-a-caesarean,M,Caesarean,babycenter.com.au,.com.au
http://www.babycenter.com.my/a539020/recovery-after-a-caesarean-birth,M,Caesarean,babycenter.com.my,.com.my
http://www.babycenter.com/0_elective-cesarean-is-it-for-you_1498696.bc,M,Cesarean,babycenter.com,.com
http://www.babycenter.com/0_elective-cesarean-is-it-for-you_1498696.bc,C,Cesarean,babycenter.com,.com
http://www.babycenter.com/0_elective-cesarean-is-it-for-you_1498696.bc,E,Cesarean,babycenter.com,.com
http://www.babycenter.com/0_giving-birth-by-cesarean-section_160.bc,M,C-Section,babycenter.com,.com
http://www.babycenter.com/0_recovering-from-a-cesarean-delivery_221.bc,M,C-Section,babycenter.com,.com
http://www.babycenter.com/0_vaginal-birth-after-cesarean-vbac_1420895.bc,M,C-Section,babycenter.com,.com
http://www.babycenter.com/0_vaginal-birth-after-cesarean-vbac_1420895.bc,C,C-Section,babycenter.com,.com
http://www.babycenter.com/0_what-to-pack-for-the-hospital-when-youre-having-a-c-section_10316463.bc,M,C-Section,babycenter.com,.com
http://www.babycenter.com/2_live-birth-c-section-surgery_3656510.bc,M,C-Section,babycenter.com,.com
http://www.babycenter.com/303_c-section-birth_10313757.bc,M,C-Section,babycenter.com,.com
http://www.babycenter.com/400_example-can-i-be-pregnant-after-4-month-of-cs-delivery_10622125_434.bc,E,CS delivery,babycenter.com,.com
http://www.babycenter.com/c-section-scar-photos,E,C-Section,babycenter.com,.com
http://www.babycenter.in/a539020/recovery-after-a-caesarean-birth,M,Caesarean delivery,babycenter.in,.in
http://www.babycenter.in/a539020/recovery-after-a-caesarean-birth,C,Caesarean delivery,babycenter.in,.in
http://www.babycenter.in/a557727/vaginal-birth-after-caesarean-vbac,M,Caesarean delivery,babycenter.in,.in
http://www.babycenter.in/a557727/vaginal-birth-after-caesarean-vbac,C,Caesarean delivery,babycenter.in,.in
http://www.babycentre.co.uk/a1029062/caesarean-birth-what-are-the-risks-and-benefits,M,Caesarean,babycentre.co.uk,.co.uk
http://www.babycentre.co.uk/a1029062/caesarean-birth-what-are-the-risks-and-benefits,C,Caesarean,babycentre.co.uk,.co.uk
http://www.babycentre.co.uk/a1052200/what-to-pack-in-your-caesarean-hospital-bag,M,Caesarean,babycentre.co.uk,.co.uk
http://www.babycentre.co.uk/a160/caesarean-section,M,Caesarean,babycentre.co.uk,.co.uk
http://www.bbc.co.uk/news/health-15840743,M,Caesarean delivery,bbc.co.uk,.co.uk
http://www.bbc.co.uk/news/health-15840743,C,Caesarean delivery,bbc.co.uk,.co.uk
http://www.bellybelly.com.au/birth/caesarean-section-or-vaginal-birth,M,Caesarean delivery,bellybelly.com.au,.com.au
http://www.bellybelly.com.au/birth/caesarean-section-or-vaginal-birth,C,Caesarean delivery,bellybelly.com.au,.com.au
http://www.bellybelly.com.au/birth/caesarean-sections-what-actually-happens,M,Caesarean,bellybelly.com.au,.com.au
http://www.bellybelly.com.au/birth/caesarean-sections-what-actually-happens,C,Caesarean,bellybelly.com.au,.com.au
http://www.bellybelly.com.au/birth/caesarean-sections-what-actually-happens,E,Caesarean,bellybelly.com.au,.com.au
http://www.bellybelly.com.au/post-natal/emotional-scars-caesarean-birth,M,Caesarean,bellybelly.com.au,.com.au
http://www.bellybelly.com.au/post-natal/emotional-scars-caesarean-birth,C,Caesarean,bellybelly.com.au,.com.au
http://www.bellybelly.com.au/post-natal/emotional-scars-caesarean-birth,E,Caesarean,bellybelly.com.au,.com.au
http://www.betterhealth.vic.gov.au/bhcv2/bhcarticles.nsf/pages/Caesarean_section,M,C-Section,betterhealth.vic.gov.au,.gov.au
http://www.betterhealth.vic.gov.au/bhcv2/bhcarticles.nsf/pages/rf_pregnancy?open&cat=Pregnancy_and_birth_-_Childbirth,M,C-Section,betterhealth.vic.gov.au,.gov.au
http://www.birth.com.au/Labour-and-Birth,M,Caesarean,birth.com.au,.com.au
http://www.birth.com.au/The-physical-reactions-and-emotions-to-a-Caesarean-birth/Physical-recovery-of-the-woman-after-a-Caesarean-birth,M,Caesarean,birth.com.au,.com.au
http://www.birthingfromwithin.com/cesarean_birth,M,Cesarean,birthingfromwithin.com,.com
http://www.birthingfromwithin.com/cesarean_birth,C,Cesarean,birthingfromwithin.com,.com
"http://www.bodyandsoul.com.au/parenting+pregnancy/pregnancy/life+after+a+caesarean,14675",M,Caesarean,bodyandsoul.com.au,.com.au
"http://www.bodyandsoul.com.au/parenting+pregnancy/pregnancy/life+after+a+caesarean,14675",C,Caesarean,bodyandsoul.com.au,.com.au
"http://www.bodyandsoul.com.au/parenting+pregnancy/pregnancy/life+after+a+caesarean,14675",E,Caesarean,bodyandsoul.com.au,.com.au
http://www.bupa.co.uk/individuals/health-information/directory/c/caesarean-delivery,M,Caesarean delivery,bupa.co.uk,.co.uk
http://www.bupa.co.uk/individuals/health-information/directory/c/caesarean-delivery?tab=FAQs,M,Caesarean delivery,bupa.co.uk,.co.uk
http://www.bupa.com.hk/eng/individuals/health-information/a-z-of-health/D/Caesarean-delivery.aspx,M,Caesarean delivery,bupa.com.hk,.com.hk
http://www.caesarean.org.uk/caesareanBirthPlan.html,C,Caesarean,caesarean.org.uk,.org.uk
http://www.caesarean.org.uk/ScarPics.html,C,Caesarean,caesarean.org.uk,.org.uk
http://www.cdc.gov/nchs/fastats/delivery.htm,M,Cesarean delivery,cdc.gov,.gov
http://www.cesarean.com.au/,M,C-Section,cesarean.com.au,.com.au
http://www.cesarean.com.au/,C,C-Section,cesarean.com.au,.com.au
http://www.cesarean.com.au/,E,C-Section,cesarean.com.au,.com.au
http://www.childbirthconnection.org/article.asp?ck=10456,M,Cesarean,childbirthconnection.org,.org
http://www.childbirthconnection.org/article.asp?ck=10456,C,Cesarean,childbirthconnection.org,.org
http://www.chop.edu/healthinfo/babys-care-after-a-cesarean-delivery.html,M,Cesarean delivery,chop.edu,.edu
http://www.chop.edu/healthinfo/babys-care-after-a-cesarean-delivery.html,C,Cesarean delivery,chop.edu,.edu
http://www.cwcare.net/operative-delivery.aspx,M,Operative delivery,cwcare.net,.net
http://www.dailymail.co.uk/femail/article-2281936/Live-caesarean-section-witnessed-thousands-Twitter-users-hospital-streams-video-warns-squeamish.html,C,Caesarean,dailymail.co.uk,.co.uk
http://www.dailymail.co.uk/health/article-2244021/Caesarean-sections-account-QUARTER-births--older-mothers-reason-why.html,C,Caesarean,dailymail.co.uk,.co.uk
http://www.dailymail.co.uk/health/article-2277046/Babies-delivered-Caesarean-section-higher-risk-asthma-allergies.html,C,Caesarean,dailymail.co.uk,.co.uk
http://www.dailymail.co.uk/health/article-2283910/Infants-born-C-section-times-likely-develop-allergies.html,C,C-Section,dailymail.co.uk,.co.uk
http://www.drkenlaw.com.au/obstetrics/the-birth/caesarean-delivery.html,C,Caesarean delivery,drkenlaw.com.au,.com.au
http://www.dummies.com/how-to/content/having-a-cesarean-delivery.html,M,Cesarean delivery,dummies.com,.com
http://www.eheart.com/cesarean/,C,Cesarean,eheart.com,.com
http://www.emedicinehealth.com/cesarean_childbirth/article_em.htm,M,Surgical delivery,emedicinehealth.com,.com
http://www.essentialbaby.com.au/birth/caesarean/having-a-caesarean-section-20100826-13ti5.html,M,Cesarean,essentialbaby.com.au,.com.au
http://www.essentialbaby.com.au/birth/caesarean/having-a-caesarean-section-20100826-13ti5.html,C,Cesarean,essentialbaby.com.au,.com.au
http://www.foxnews.com/health/2013/03/19/pregnant-women-chance-having-c-section-in-mass-linked-to-hospital-choice/,M,C-Section,foxnews.com,.com
http://www.foxnews.com/health/2013/03/19/pregnant-women-chance-having-c-section-in-mass-linked-to-hospital-choice/,C,C-Section,foxnews.com,.com
http://www.friscowomenshealth.com/new-blog.html?p=89,M,Cesarean,friscowomenshealth.com,.com
http://www.friscowomenshealth.com/new-blog.html?p=89,C,Cesarean,friscowomenshealth.com,.com
http://www.friscowomenshealth.com/new-blog.html?p=89,E,Cesarean,friscowomenshealth.com,.com
http://www.gfmer.ch/Obstetrics_simplified/caesarean_section.htm,M,CS delivery,gfmer.ch,.ch
http://www.ghc.org/healthAndWellness/?item=/common/healthAndWellness/pregnancy/birth/postCesarian.html,M,Cesarean delivery,ghc.org,.org
http://www.ghc.org/healthAndWellness/index.jhtml?item=/common/healthAndWellness/pregnancy/newMom/cesareanRecovery.html,M,Cesarean,ghc.org,.org
http://www.healthcaremagic.com/questions/Surgical-delivery-cut-on-lower-abdomen-had-intercourse-taken-i-pill-missing-periods-Is-this-danger-to-her-life-Pregnant/273548,M,Surgical delivery,healthcaremagic.com,.com
http://www.healthcaremagic.com/questions/Surgical-delivery-cut-on-lower-abdomen-had-intercourse-taken-i-pill-missing-periods-Is-this-danger-to-her-life-Pregnant/273548,E,Surgical delivery,healthcaremagic.com,.com
http://www.healthcentral.com/sexual-health/h/abdominal-exercise-after-c-section.html,M,Abdominal delivery,healthcentral.com,.com
http://www.healthcentral.com/sexual-health/h/abdominal-exercise-after-c-section.html,C,Abdominal delivery,healthcentral.com,.com
http://www.healthgrades.com/procedures/cesarean-section,M,Surgical delivery,healthgrades.com,.com
http://www.healthlinkbc.ca/kb/content/special/hw194785.html,M,Caesarean delivery,healthlinkbc.ca,.ca
http://www.healthopedia.com/c-section/after.html,M,Abdominal delivery,healthopedia.com,.com
http://www.healthopedia.com/c-section/prepare.html,M,Abdominal delivery,healthopedia.com,.com
http://www.healthy-pregnancy.com/UHC/labor_delivery/32.shtml,M,Caesarean delivery,healthy-pregnancy.com,.com
http://www.healthy-pregnancy.com/UHC/labor_delivery/322.shtml,M,Caesarean delivery,healthy-pregnancy.com,.com
http://www.healthy-pregnancy.com/UHC/labor_delivery/322.shtml,C,Caesarean delivery,healthy-pregnancy.com,.com
http://www.healthychildren.org/English/ages-stages/baby/breastfeeding/pages/Breastfeeding-After-Cesarean-Delivery.aspx,M,Cesarean delivery,healthychildren.org,.org
http://www.healthychildren.org/English/ages-stages/baby/breastfeeding/pages/Breastfeeding-After-Cesarean-Delivery.aspx,C,Cesarean delivery,healthychildren.org,.org
http://www.healthychildren.org/English/ages-stages/prenatal/delivery-beyond/pages/Delivery-by-Cesarean-Section.aspx,M,Cesarean delivery,healthychildren.org,.org
http://www.healthychildren.org/English/ages-stages/prenatal/delivery-beyond/pages/Delivery-by-Cesarean-Section.aspx,C,Cesarean delivery,healthychildren.org,.org
http://www.hemophilia.org/NHFWeb/MainPgs/MainNHF.aspx?menuid=118&contentid=1454,M,Caesarean delivery,hemophilia.org,.org
http://www.hemophilia.org/NHFWeb/MainPgs/MainNHF.aspx?menuid=118&contentid=1454,C,Caesarean delivery,hemophilia.org,.org
http://www.heraldsun.com.au/news/national/mum-dies-during-caesarean-delivery-at-hospital/story-fndo3ewo-1226522331594,C,Caesarean delivery,heraldsun.com.au,.com.au
http://www.heraldsun.com.au/news/national/mum-dies-during-caesarean-delivery-at-hospital/story-fndo3ewo-1226522331594,E,Caesarean delivery,heraldsun.com.au,.com.au
"http://www.hopkinsmedicine.org/healthlibrary/test_procedures/gynecology/cesarean_delivery_92,P07768/",M,Cesarean delivery,hopkinsmedicine.org,.org
http://www.huffingtonpost.com/2013/03/06/c-section-rate-variation-hospitals_n_2819024.html,M,C-Section,huffingtonpost.com,.com
http://www.huffingtonpost.com/2013/03/06/c-section-rate-variation-hospitals_n_2819024.html,C,C-Section,huffingtonpost.com,.com
http://www.huffingtonpost.com/amanda-king/csection-mama-in-birth-goddess-club_b_2959287.html,C,C-Section,huffingtonpost.com,.com
http://www.huffingtonpost.com/amanda-king/csection-mama-in-birth-goddess-club_b_2959287.html,E,C-Section,huffingtonpost.com,.com
http://www.ican-online.org/,C,Cesarean,ican-online.org,.org
http://www.ican-online.org/,E,Cesarean,ican-online.org,.org
http://www.ican-online.org/store/index.php?main_page=product_info&cPath=1&products_id=1,C,Cesarean,ican-online.org,.org
http://www.improvingbirth.org/induction-c-section-vbac-facts/,M,C-Section,improvingbirth.org,.org
http://www.improvingbirth.org/induction-c-section-vbac-facts/,C,C-Section,improvingbirth.org,.org
http://www.institute.nhs.uk/quality_and_value/high_volume_care/focus_on%3A_caesarean_section.html,M,Caesarean,institute.nhs.uk,.nhs.uk
http://www.institute.nhs.uk/quality_and_value/high_volume_care/focus_on%3A_caesarean_section.html,C,Caesarean,institute.nhs.uk,.nhs.uk
http://www.karger.com/Article/Abstract/292370,M,Surgical delivery,karger.com,.com
http://www.kjrh.com/dpp/news/local_news/Natural-birth-or-C-section-Doctors-moms-being-urged-to-not-deliver-babies-by-cesarean-section,M,C-Section,kjrh.com,.com
http://www.kjrh.com/dpp/news/local_news/Natural-birth-or-C-section-Doctors-moms-being-urged-to-not-deliver-babies-by-cesarean-section,C,C-Section,kjrh.com,.com
http://www.lamag.com/citythink/citythinkblog/2013/04/18/mamala-need-to-schedule-a-c-section-look-to-the-stars,C,C-Section,lamag.com,.com
http://www.lamag.com/citythink/citythinkblog/2013/04/18/mamala-need-to-schedule-a-c-section-look-to-the-stars,E,C-Section,lamag.com,.com
http://www.livestrong.com/c-section-complications/,M,Surgical delivery,livestrong.com,.com
http://www.marchofdimes.com/pregnancy/csection_byrequest.html,M,C-Section,marchofdimes.com,.com
http://www.marchofdimes.com/pregnancy/csection_byrequest.html,C,C-Section,marchofdimes.com,.com
http://www.marchofdimes.com/pregnancy/csection_indepth.html,M,C-Section,marchofdimes.com,.com
http://www.marchofdimes.com/pregnancy/csection.html,M,C-Section,marchofdimes.com,.com
http://www.mayoclinic.com/health/c-section-recovery/MY01978,M,C-Section,mayoclinic.com,.com
http://www.mayoclinic.com/health/c-section/MM00531,M,C-Section,mayoclinic.com,.com
http://www.mayoclinic.com/health/c-section/MY00214,M,C-Section,mayoclinic.com,.com
http://www.mayoclinic.com/health/c-section/MY00214/DSECTION=risks,M,C-Section,mayoclinic.com,.com
http://www.mayoclinic.com/health/c-section/MY00214/DSECTION=what-you-can-expect,M,C-Section,mayoclinic.com,.com
http://www.mayoclinic.com/health/c-sections/AN02070,M,C-Section,mayoclinic.com,.com
http://www.mayoclinic.com/health/c-sections/AN02070,C,C-Section,mayoclinic.com,.com
http://www.mayoclinic.com/health/vbac/MY01143,M,C-Section,mayoclinic.com,.com
http://www.mayoclinic.com/health/vbac/MY01143,C,C-Section,mayoclinic.com,.com
http://www.medhelp.org/posts/Pregnancy-and-Parenting-Multiples/pregnancy-after-cs-delivery/show/1001344,E,CS delivery,medhelp.org,.org
http://www.medicalnewstoday.com/articles/256915.php,M,C-Section,medicalnewstoday.com,.com
http://www.medicalnewstoday.com/articles/256915.php,C,C-Section,medicalnewstoday.com,.com
http://www.medicalnewstoday.com/articles/257231.php,M,C-Section,medicalnewstoday.com,.com
http://www.medicalnewstoday.com/articles/257231.php,C,C-Section,medicalnewstoday.com,.com
http://www.medimanage.com/my-worries/articles/after-care-of-a-caesarean-delivery.aspx,M,Caesarean delivery,medimanage.com,.com
http://www.medimanage.com/my-worries/articles/after-care-of-a-caesarean-delivery.aspx,E,Caesarean delivery,medimanage.com,.com
http://www.medpagetoday.com/MeetingCoverage/SMFM/37368,M,Cesarean delivery,medpagetoday.com,.com
http://www.medpagetoday.com/MeetingCoverage/SMFM/37368,C,Cesarean delivery,medpagetoday.com,.com
http://www.medrevise.co.uk/wiki/Instrumental_and_operative_delivery,M,Operative delivery,medrevise.co.uk,.co.uk
http://www.meht.nhs.uk/our-services/maternity-services/caesarean-section/,M,Caesarean,meht.nhs.uk,.uk
http://www.memorialcare.org/medical_services/maternity-care/c-section-surgery-video.cfm,M,C-Section,memorialcare.org,.org
http://www.mercy.net/practice/mercy-clinic-womens-health-fenton/vaginal-birth-after-cesarean-delivery,M,Cesarean delivery,mercy.net,.net
http://www.midwiferytoday.com/articles/choosingcaesarean.asp,M,Caesarean,midwiferytoday.com,.com
http://www.midwiferytoday.com/articles/choosingcaesarean.asp,C,Caesarean,midwiferytoday.com,.com
http://www.minnpost.com/second-opinion/2013/03/hospital-c-section-rates-vary-widely-u-m-study-finds,M,C-Section,minnpost.com,.com
http://www.minnpost.com/second-opinion/2013/03/hospital-c-section-rates-vary-widely-u-m-study-finds,C,C-Section,minnpost.com,.com
http://www.moh.gov.sg/content/moh_web/home/costs_and_financing/HospitalBillSize/delivery_caesareansection.html,M,Caesarean,moh.gov.sg,.gov.sg
http://www.mothersspace.in/giving-birth/all-about-labour/caesarean-delivery/107,M,Caesarean delivery,mothersspace.in,.in
http://www.mumsnet.com/pregnancy/labour-and-birth/recovering-after-a-caesarean,M,C-Section,mumsnet.com,.com
http://www.mumsnet.com/pregnancy/labour-and-birth/recovering-after-a-caesarean,C,C-Section,mumsnet.com,.com
http://www.mumsnet.com/pregnancy/labour-and-birth/recovering-after-a-caesarean,E,C-Section,mumsnet.com,.com
http://www.muschealth.com/gs/TandPcontent.aspx?pageid=P07768,M,Surgical delivery,muschealth.com,.com
http://www.mylot.com/w/discussions/686881.aspx,C,CS delivery,mylot.com,.com
http://www.mylot.com/w/discussions/686881.aspx,E,CS delivery,mylot.com,.com
http://www.nct.org.uk/birth/giving-birth-caesarean-section-elective-and-emergency-caesareans,M,Caesarean,nct.org.uk,.org.uk
http://www.nct.org.uk/birth/giving-birth-caesarean-section-elective-and-emergency-caesareans,C,Caesarean,nct.org.uk,.org.uk
http://www.nct.org.uk/birth/vaginal-birth-after-caesarean-vbac,M,Caesarean,nct.org.uk,.org.uk
http://www.nct.org.uk/birth/vaginal-birth-after-caesarean-vbac,C,Caesarean,nct.org.uk,.org.uk
http://www.nct.org.uk/birth/vaginal-birth-after-caesarean-vbac%23What%2520if%2520I%2520get%2520pregnant%2520soon%2520after%2520birth%2520by%2520caesarean%3F&rct=j&q=Caesarean&usg=AFQjCNFbdz1CeDt_s2ZJ1YliNaYvbHrEKg&sa=X&ei=r9p3UeOwIeGd7gaivIHoBw&ved=0CIMEEMoEMEk,M,Caesarean,nct.org.uk,.org.uk
